name,type,url,recommended_style,tech_tags
Android Notes for Professionals by Compiled from StackOverflow Documentation,Book,https://goalkicker.com/AndroidBook,Reading/Writing,"Android Development, Beginner"
"Android Programming Succinctly, Syncfusion",Book,https://www.syncfusion.com/resources/techportal/ebooks/android,Reading/Writing,"Android Development, Beginner"
Android Basics: Data Storage,Online Course,https://www.udacity.com/course/android-basics-data-storage--ud845,"Visual,Auditory,Kinesthetic,Reading/Writing","Android Development, Beginner"
Android Basics: Multiscreen Apps,Online Course,https://www.udacity.com/course/android-basics-multiscreen-apps--ud839,"Visual,Auditory,Kinesthetic,Reading/Writing","Android Development, Beginner"
Android Basics: User Input,Online Course,https://www.udacity.com/course/android-basics-user-input--ud836,"Visual,Auditory,Kinesthetic,Reading/Writing","Android Development, Beginner"
Android Basics: User Interface,Online Course,https://www.udacity.com/course/android-basics-user-interface--ud834,"Visual,Auditory,Kinesthetic,Reading/Writing","Android Development, Beginner"
Android App Development for Beginners Playlist by Bucky Roberts,Video,https://www.youtube.com/playlist?list=PL6gx4Cwl9DGBsvRxJJOzG4r4k_zLKrnxl,Visual,"Android Development, Beginner"
Google Android Developer Training,Online Course,https://developer.android.com/guide,"Visual,Auditory,Kinesthetic,Reading/Writing","Android Development, Beginner"
 Developing Android Apps,Online Course,https://www.udacity.com/course/new-android-fundamentals--ud851,"Visual,Auditory,Kinesthetic,Reading/Writing","Android Development, Beginner"
Learn Android in 9 Hours,Video,https://www.youtube.com/watch?v=aS__9RbCyHg,Visual,"Android Development, Beginner"
Advanced Android App Development,Online Course,https://www.udacity.com/course/advanced-android-app-development--ud855,"Visual,Auditory,Kinesthetic,Reading/Writing","Android Development, Fragments"
Advanced Android with Kotlin,Online Course,https://www.udacity.com/course/advanced-android-with-kotlin--ud940,"Visual,Auditory,Kinesthetic,Reading/Writing","Android Development, Kotlin"
Swift 5 for Beginners by iOS Academy,Video,https://www.youtube.com/playlist?list=PL5PR3UyfTWvfacnfUsvNcxIiKIgidNRoW,Visual,"iOS Development, Swift, Beginner"
"iOS Succinctly, Syncfusion",Book,https://www.syncfusion.com/resources/techportal/ebooks/ios,Reading/Writing,"iOS Development, Swift, Beginner"
iOS Developer Notes for Professionals by Compiled from StackOverflow Documentation,Book,https://goalkicker.com/iOSBook/,Reading/Writing,"iOS Development, Swift, Beginner"
 iOS Development Course - Use Swift 5 and UIKit to Build a Netflix Clone by freeCodeCamp.org,Video,https://www.youtube.com/watch?v=KCgYDCKqato,Visual,"iOS Development, Swift, Beginner"
Build Great IOS Apps (Swift) by Hamad Fouad,Online Course,https://www.udemy.com/course/build-great-ios-apps-with-swift/,"Visual,Auditory,Kinesthetic,Reading/Writing","iOS Development, Swift, Beginner"
The Complete Swift iOS Developer - Create Real Apps in Swift by Grant Klimaytys,Online Course,https://www.udemy.com/course/the-complete-ios-10-developer-course/,"Visual,Auditory,Kinesthetic,Reading/Writing","iOS Development, Swift, Beginner"
Blockchain Tutorial for beginners by BlockTrain,Video,https://www.youtube.com/playlist?list=PLxbAS7NVaSZKKxoVuQxKK2k0c8S4t_m8O,Visual,"Blockchain, Beginner"
Blockchain Essentials by CognitiveClass.ai,Online Course,https://cognitiveclass.ai/courses/blockchain-course,"Visual,Auditory,Kinesthetic,Reading/Writing","Blockchain, Beginner"
Blockchain Specialization by Bina Ramamurthy,Online Course,https://www.coursera.org/specializations/blockchain,"Visual,Auditory,Kinesthetic,Reading/Writing","Blockchain, Beginner"
 Blockchain: Foundations and Use Cases by ConsenSys Academy,Online Course,https://www.coursera.org/learn/blockchain-foundations-and-use-cases,"Visual,Auditory,Kinesthetic,Reading/Writing","Blockchain, Beginner"
" Blockchain for Dummies, 2nd IBM Limited Edition by Manav Gupta",Book,https://www.ibm.com/downloads/cas/36KBMBOG,Reading/Writing,"IBM, Blockchain, Beginner"
Free Robotics Course For School Students Certified Course By Coding Blocks Junior by CodingBlocks Junior,Video,https://youtube.com/playlist?list=PLhLbJ9UoJCvtlCNamtuDay41AG0JhQBKU,"Visual, Kinesthetic","Robotics, Beginner"
"Learn Blockchain, Solidity, and Full Stack Web3 Development with JavaScript – 32-Hour Course by Patrick Collins",Video,https://www.youtube.com/watch?v=gyMwXuJrbJQ,"Visual, Kinesthetic","Blockchain, Beginner"
"IBM Blockchain: The Founder’s Handbook, Third Edition by Antonio Banda, Matthew Hamilton, Eileen Lowry, John Widdifield, et al.",Book,https://www.ibm.com/downloads/cas/GZPPMWM5,Reading/Writing,"IBM, Blockchain, Beginner"
DevOps: The Ops Perspective by The DevOps Collective Inc.,Book,https://leanpub.com/devopstheopsperspective/read,Reading/Writing,"DevOps, Beginner"
DevOps Bootcamp by Kunal Kushwaha,Video,https://www.youtube.com/playlist?list=PL9gnSGHSqcnoqBXdMwUTRod4Gi3eac2Ak,Visual,"DevOps, Beginner"
DevOps Full Course by Simplilearn,Video,https://www.youtube.com/watch?v=lpk7VpGqkKw,Visual,"DevOps, Beginner"
DevOps Tutorial for Beginners by Intellipaat,Video,https://www.youtube.com/playlist?list=PLVHgQku8Z934suC9LSE6vaAKjOH_MfRbE,Visual,"DevOps, Beginner"
"DevOps For Dummies, 3rd IBM Limited Edition by Sanjeev Sharma, Bernie Coyne",Book,https://www.ibm.com/downloads/cas/P9NYOK3B,Reading/Writing,"IBM, DevOps, Beginner"
"DevOps: Beginner's Guide To Automation With Ansible by TetraNoodle Team, Manuj Aggarwal",Online Course,https://www.udemy.com/course/devops-beginners-guide-to-automation-with-ansible,"Visual,Auditory,Kinesthetic,Reading/Writing","DevOps, Beginner, Automation"
The PowerShell + DevOps Global Summit Manual for Summiteers by The DevOps Collective Inc.,Book,https://leanpub.com/windowspowershellnetworkingguide/read,Reading/Writing,"DevOps, Beginner, PowerShell"
"Arrested DevOps by Bridget Kromhout, Jeff Smith, Jessica Kerr, Joe Laha, Matt Stratton, Trevor Hess",Podcast,https://www.arresteddevops.com/,Auditory,"DevOps, Beginner"
A Unix Person's Guide to PowerShell by The DevOps Collective Inc.,Book,https://leanpub.com/aunixpersonsguidetopowershell/read,Reading/Writing,"PowerShell, Beginner"
Creating HTML Reports in PowerShell by The DevOps Collective Inc.,Book,https://leanpub.com/creatinghtmlreportsinwindowspowershell/read,Reading/Writing,"PowerShell, Beginner"
Ditch Excel: Making Historical & Trend Reports in PowerShell by The DevOps Collective Inc.,Book,https://leanpub.com/ditchexcelmakinghistoricalandtrendreportsinpowershell/read,Reading/Writing,"PowerShell, Beginner"
Secrets of PowerShell Remoting by The DevOps Collective Inc.,Book,https://leanpub.com/secretsofpowershellremoting/read,Reading/Writing,"PowerShell, Beginner"
The Big Book of PowerShell Error Handling by The DevOps Collective Inc.,Book,https://leanpub.com/thebigbookofpowershellgotchas/read,Reading/Writing,"PowerShell, Beginner"
The Monad Manifesto - Annotated by The DevOps Collective Inc.,Book,https://leanpub.com/themonadmanifestoannotated/read,Reading/Writing,"PowerShell, Beginner"
Why PowerShell? by The DevOps Collective Inc.,Book,https://leanpub.com/whypowershell/read,Reading/Writing,"PowerShell, Beginner"
Windows PowerShell Networking Guide by The DevOps Collective Inc.,Book,https://leanpub.com/windowspowershellnetworkingguide/read,Reading/Writing,"PowerShell, Beginner"
AWS DevOps Engineer Learning Plan by AWS,Online Course,https://explore.skillbuilder.aws/learn/public/learning_plan/view/85/devops-engineering-learning-plan?la=sec&sec=lp,"Visual,Auditory,Kinesthetic,Reading/Writing","AWS, DevOps, Beginner"
"Intro to DevOps by Karl Krueger, Dwayne Lessner, Gundega Dekena",Online Course,https://www.udacity.com/course/intro-to-devops--ud611,"Visual,Auditory,Kinesthetic,Reading/Writing","DevOps, Beginner"
Matlab Programming Fundamentals by Mathworks,Book,https://www.mathworks.com/help/pdf_doc/matlab/matlab_prog.pdf,Reading/Writing,
MATLAB Basic Functions Reference Sheet by MathWorks,Book,https://www.mathworks.com/content/dam/mathworks/fact-sheet/matlab-basic-functions-reference.pdf,Reading/Writing,
"Mathematical Discovery by Andrew M. Bruckner, Brian S. Thomson, Judith B. Bruckner",Book,https://classicalrealanalysis.info/com/Mathematical-Discovery.php,Reading/Writing,"Mathematics, Programming"
"Mathematics, MTH101A by P. Shunmugaraj, IIT Kanpur",Book,http://home.iitk.ac.in/~psraj/mth101/,Reading/Writing,"Mathematics, Programming"
Math in Society by David Lippman,Book,https://www.opentextbookstore.com/mathinsociety/,Reading/Writing,"Mathematics, Programming"
Mathematical Analysis I by Elias Zakon,Book,http://www.trillia.com/zakon-analysisI.html,Reading/Writing,"Mathematics, Programming"
Math for the Layman by Kenneth E. Iverson,Book,http://www.jsoftware.com/books/pdf/mftl.zip,Reading/Writing,"Mathematics, Programming"
Mathematics for Machine Learning by Garrett Thomas,Book,https://gwthomas.github.io/docs/math4ml.pdf,Reading/Writing,"Mathematics, Machine Learning"
"Mathematics for Machine Learning by Marc Peter Deisenroth, A Aldo Faisal, Cheng Soon Ong",Book,https://mml-book.github.io/,Reading/Writing,"Mathematics, Machine Learning"
"Mathematics for Computer Science by Eric Lehman, F. Thomson Leighton, Albert R. Meyer",Book,https://courses.csail.mit.edu/6.042/spring18/mcs.pdf,Reading/Writing,"Mathematics, Programming"
Mathematica® programming: an advanced introduction by Leonid Shifrin,Book,http://www.mathprogramming-intro.org/,Reading/Writing,"Mathematics, Programming"
Math for programmers (using python),Book,https://akuli.github.io/math-tutorial/,Reading/Writing,"Mathematics, Programming"
Mathematical Logic - an Introduction,Book,http://www.ii.uib.no/~michal/und/i227/book/book.pdf,Reading/Writing,"Mathematics, Programming"
Mathematical Reasoning: Writing and Proof by Ted Sundstrom,Book,https://www.tedsundstrom.com/mathematical-reasoning-3,Reading/Writing,"Mathematics, Programming"
"Mathematics for Machine Learning - Linear Algebra by Imperial College London, Dr David Dye, Dr Sam Cooper",Video,https://www.youtube.com/playlist?list=PLiiljHvN6z1_o1ztXTKWPrShrMrBLo5P3,Visual,"Mathematics, Machine Learning"
Mathproblem of the Month - Bilkent University,Book,http://www.fen.bilkent.edu.tr/~cvmath/prob-month.html,Reading/Writing,"Mathematics, Programming"
A Mathematical Theory of Communication by Claude E.Shannon,Book,https://archive.org/details/bstj27-4-623,Reading/Writing,"Mathematics, Programming"
Exploring Math by Kenneth E. Iverson,Book,http://www.jsoftware.com/books/pdf/expmath.pdf,Reading/Writing,"Mathematics, Programming"
"Top 10 Machine Learning Algorithms Every Engineer Should Know by Binny Mathews, Omair Aasim",Article,https://www.dezyre.com/article/top-10-machine-learning-algorithms/202,Reading/Writing,"DSA, Machine Learning, Beginner"
Concrete Math Companion by Kenneth E. Iverson,Book,http://www.jsoftware.com/books/pdf/cmc.pdf,Reading/Writing,"Mathematics, Programming"
Graph Theory by Wrath of Math,Video,https://youtube.com/playlist?list=PLztBpqftvzxXBhbYxoaZJmnZF6AUQr1mH,Visual,"Mathematics, Programming"
MIT's Mathematics for Computer Science,Online Course,https://ocw.mit.edu/courses/6-042j-mathematics-for-computer-science-fall-2010/,"Visual,Auditory,Kinesthetic,Reading/Writing","MIT,  Mathematics, Programming"
3D Math Primer for Graphics and Game Development by Fletcher Dunn,Book,https://gamemath.com/book/intro.html,Reading/Writing,"Game Development, Mathematics"
Recreations in Math by H. E. Licks,Book,http://djm.cc/library/Recreations_in_Mathematics_Licks_edited.pdf,Reading/Writing,"Mathematics, Programming"
Vector Math for 3D Computer Graphics,Book,http://chortle.ccsu.edu/VectorLessons/index.html,Reading/Writing,"3D, Computer Graphics, Mathematics"
Discrete Mathematics: An Open Introduction by Oscar Levin,Book,http://discrete.openmathbooks.org/dmoi3.html,Reading/Writing,"Mathematics, Programming"
Wolfram Mathematica Product Training: Wolfram U,Online Course,https://www.wolfram.com/wolfram-u/catalog/product-training/mathematica/,"Visual,Auditory,Kinesthetic,Reading/Writing","Mathematics, Programming"
Computers and Mathematical Notation by Kenneth E. Iverson,Book,http://www.jsoftware.com/papers/camn.htm,Reading/Writing,"Mathematics, Programming"
"Computational Mathematics with SageMath by Paul Zimmermann, Alexandre Casamayou, Nathann Cohen, Guillaume Connan, et al.",Book,https://www.sagemath.org/sagebook/,Reading/Writing,"Mathematics, Programming"
"Discrete Mathematics: First and Second Course by Edward A. Bender, S. Gill Williamson",Book,https://cseweb.ucsd.edu/~gill/BWLectSite/,Reading/Writing,"Mathematics, Programming"
Discrete Mathematics for Computer Science Specialization by My Lesson,Video,https://www.youtube.com/playlist?list=PLtS8Ubq2bIlXO4qEM5BOsBy6xWQNVFu8l,Visual,"Mathematics, Programming"
Exploring Math for Programmers and Data Scientists by Paul Orland,Book,https://freecontent.manning.com/free-ebook-exploring-math-for-programmers-and-data-scientists/,Reading/Writing,"Mathematics, Programming"
